id;icon;name;category;date;amount;type;card;created_at;updated_at;bank_account_id;total_installments;installment_number;installment_group_id
b945b2c5-6196-4ed7-99b1-de76e49ff7ae;🎬;Cinema Iguatemi;Lazer > Cinema/Teatro;06 abr;80;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
14664f1b-9ee0-4b4b-a7e3-7c10f6df4590;✈️;Hotel fim de semana;Lazer > Viagem;13 abr;350;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
1cbd1484-5ffd-41b3-b58a-e205a9923729;🎬;Show de música;Lazer > Cinema/Teatro;16 abr;90;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
218b8007-731c-4404-89c7-c5744f887a47;📺;Netflix;Assinaturas > Streaming;07 abr;39;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
e155d13f-78c6-4959-a132-a05ca9539c51;📺;Spotify Premium;Assinaturas > Streaming;07 abr;21;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
c1f9aff4-4cff-4faf-a058-bcf2007c30ea;📺;Disney+;Assinaturas > Streaming;11 abr;30;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
7a21aeee-bee4-42a4-b07d-bf30905f2b0e;💊;Drogaria Pacheco;Saúde > Farmácia;04 abr;65;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
ea050cdc-fc3f-49a8-91a6-8fee20ace2f0;🩺;Consulta dermatologista;Saúde > Consulta Médica;14 abr;115;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
ce5601a2-62fd-4f50-a9d8-37ee83de3826;⚡;Luz;Moradia > Energia;10 mai;150;expense;;2026-04-17 15:54:27.116464+00;2026-04-17 15:54:27.116464+00;;1;1;
e91ff77b-7ef0-43bf-8cd0-cb828b3142a1;💧;Água - RIC ambienta;Moradia > Água;20 mai;100;expense;;2026-04-17 15:55:42.879279+00;2026-04-17 15:55:42.879279+00;;1;1;
cfccf5ed-e446-4676-94c5-b2638a4cbc2a;💡;Conta de Luz;Moradia;17 abr;185.50;expense;;2026-04-17 16:07:47.258751+00;2026-04-17 16:07:47.258751+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
67d38492-f4aa-48d4-b1b7-b41350a38d60;💡;Conta de Luz;Moradia > Energia;17 abr;185.5;expense;Banco do brasil;2026-04-17 16:10:51.734538+00;2026-04-17 16:10:51.734538+00;;1;1;
d2410ef2-dde0-4b36-8534-a4bddcf486c8;💰;Salário;Receita > Salário;17 abr;5500;income;;2026-04-17 16:11:02.469439+00;2026-04-17 16:11:02.469439+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
6cc708f3-7548-4998-9397-a0149373a066;🏠;Aluguel;Moradia > Aluguel;17 abr;1850;expense;Mercado Pago;2026-04-17 16:40:54.501095+00;2026-04-17 16:40:54.501095+00;;1;1;
8879c065-6bf2-4b14-85be-de1ec1fcb764;🛒;Tauste;Alimentação > Supermercado;08 mar;420;expense;;2026-04-16 18:56:12.259379+00;2026-04-18 03:43:20.59862+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
4d5a606a-a695-4d31-8c95-283f34c40803;💰;Teste receita Itaú;Outros;2026-04-18;1000;income;;2026-04-18 16:11:16.733381+00;2026-04-18 16:11:16.733381+00;c8a5fc8d-3d8f-4813-ac90-868e2a1682c6;1;1;
27be3757-2104-4d12-afd6-0e8dfcc55655;💸;Teste despesa Itaú;Outros;2026-04-18;500;expense;;2026-04-18 16:11:31.692197+00;2026-04-18 16:11:31.692197+00;c8a5fc8d-3d8f-4813-ac90-868e2a1682c6;1;1;
98b623a5-482f-4c2c-b782-32d75ee611c6;💸;Teste despesa MP;Outros;2026-04-18;4000;expense;;2026-04-18 16:11:31.692197+00;2026-04-18 16:11:31.692197+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
add51240-57b4-4604-bbb8-f5ce2b20730b;💳;Teste despesa cartão MP;Outros;2026-04-18;1000;expense;Mercado Pago;2026-04-18 16:12:02.730348+00;2026-04-18 16:12:02.730348+00;;1;1;
38d11271-e69b-4fba-a820-0288c1b74a16;🎓;Unimar;Educação > Mensalidade;18 abr;130;expense;;2026-04-18 16:20:33.681821+00;2026-04-18 16:20:33.681821+00;;1;1;
aa16f362-dc16-41c6-bdf0-ad6ef167e994;🛒;Tauste;Alimentação > Supermercado;19 abr;500;expense;Flash;2026-04-19 03:09:58.36625+00;2026-04-19 03:09:58.36625+00;;1;1;
27070440-670e-4d9d-b58a-23ccf7f2c154;🛒;Tauste;Alimentação > Supermercado;19 abr;100;expense;Flash;2026-04-19 03:11:53.905385+00;2026-04-19 03:11:53.905385+00;;1;1;
399ad1a8-97a4-4010-9a15-2619cf7be922;🔄;Transferência → Itaú;Transferência;19 abr;100;expense;;2026-04-19 11:23:34.029532+00;2026-04-19 11:23:34.029532+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;3b941dd9-d7de-49a9-873c-dc210431b597
58073242-6c49-4811-b961-8d0c94163db4;🔄;Transferência ← Mercado Pago;Transferência;19 abr;100;income;;2026-04-19 11:23:34.029532+00;2026-04-19 11:23:34.029532+00;c8a5fc8d-3d8f-4813-ac90-868e2a1682c6;1;1;3b941dd9-d7de-49a9-873c-dc210431b597
b3820da6-adcc-4f99-884f-86da4d6a9424;🔄;Transferência → Banco do Brasil;Transferência;19 abr;100;expense;;2026-04-19 14:25:04.002712+00;2026-04-19 14:25:04.002712+00;c8a5fc8d-3d8f-4813-ac90-868e2a1682c6;1;1;266b4934-a36a-4196-85b5-305024697c9a
9af5aad2-f529-457e-92ca-360947271778;🔄;Transferência ← Itaú;Transferência;19 abr;100;income;;2026-04-19 14:25:04.002712+00;2026-04-19 14:25:04.002712+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;266b4934-a36a-4196-85b5-305024697c9a
79523c47-a9a2-4977-b577-7fd6af8cbb60;🔄;Transferência → Itaú;Transferência;18 abr;854;expense;;2026-04-19 15:32:15.358052+00;2026-04-19 15:32:15.358052+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;89380ac0-2e11-4d7a-be67-5e5f9d0e067a
f3463acb-05eb-43c0-9356-a007408373fb;🔄;Transferência ← Mercado Pago;Transferência;18 abr;854;income;;2026-04-19 15:32:15.358052+00;2026-04-19 15:32:15.358052+00;c8a5fc8d-3d8f-4813-ac90-868e2a1682c6;1;1;89380ac0-2e11-4d7a-be67-5e5f9d0e067a
5ff63527-6696-446d-8b93-37342c1be8a6;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (2/8)";Compras > Eletrônicos;21 mai;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;2;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
54e15259-07a9-4163-bdb5-634417227698;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (3/8)";Compras > Eletrônicos;21 jun;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;3;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
bc66d328-8173-4e9c-9507-2678e4959ffe;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (4/8)";Compras > Eletrônicos;21 jul;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;4;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
0bb367a6-10f3-4206-aa10-6008ebcf2285;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (5/8)";Compras > Eletrônicos;21 ago;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;5;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
233bcd46-9b70-4242-b88f-e6be047dae0f;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (6/8)";Compras > Eletrônicos;21 set;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;6;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
afb35b0d-47ca-4da2-a404-cb0c1e582f23;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (7/8)";Compras > Eletrônicos;21 out;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;7;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
50bf21ac-1a18-4f23-bfe7-52c684d26b8d;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (8/8)";Compras > Eletrônicos;21 nov;625;expense;Banco do brasil;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:21.853401+00;;8;8;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
4df76220-ce5c-4786-8d77-641ea6e0bf19;📱;"Implementar o preenchimento da parcela ao selecionar ""cartão de crédito"" (1/8)";Compras > Eletrônicos;21 abr;78.13;expense;Nubank;2026-04-21 13:00:21.853401+00;2026-04-21 13:00:59.872101+00;;8;1;4639db3a-6c3c-4e10-a630-a1d6e33c9a4f
